name,status
Bringg,operating
Postini,closed
Usetrace,operating
Neoconix,closed
Nudipay Mobile Payment,operating
Aileron Therapeutics,closed
SwapBeats,closed
Complete Network Integration,operating
Newton Energy Partners,closed
Detectify,operating
CertificationPoint,closed
ERN,operating
MonetizePlus,operating
ShortCycles,closed
Accelario,operating
Business e via Italy,operating
Vueling Airlines S.A,closed
Duolingo,operating
FRS,closed
L&D Apps,operating
Playto,closed
Amber Road,closed
Botego,closed
Aria Glassworks,operating
PerformYard,closed
PanGenX,closed
Zadspace,closed
Arrayent Health,operating
xTurion,operating
Indi Molecular,operating
Osseon Therapeutics,operating
Smish,closed
Neurologix,operating
Chideo,operating
Tailwind Transportation Software,closed
InnoPharma,operating
Mode Analytics,closed
Equidate,operating
Tengah,operating
Striiv,closed
Greener Solutions Scrap Metal Recycling,operating
Energy Points,operating
Hi-Stor Technologies,operating
JB Therapeutics,closed
Blackstone Technology Group,closed
SEO Quotient,closed
Quixey,operating
Nemedia,closed
Pioneers,closed
Shanghai ANE Logistics,operating
Coinding,operating
TheCommentor,closed
Patronus Medical,operating
Business Insider,operating
Blurrt,closed
Boxaroo for eBay,operating
JAM Technologies,operating
Sentropi,closed
Black Ocean,operating
Cross Current,operating
Wicked Stix Cigars and Sinful Coffee,operating
Agricare,closed
Eventmag.ru,closed
Stayful,operating
FP Complete,operating
Raptr,closed
Covaron Advanced Materials,closed
Moqom,operating
TerraSky,operating
SoFits.Me,closed
Monii,operating
RockON,closed
Weight Wins,closed
Recruiting Sports Network,operating
NetStreams,closed
Liberty Dialysis,operating
Tastemaker,operating
Digsy,closed
Veteran Live Work Lofts,closed
DimensionU (formerly Tabula Digita),closed
Access Information Management,closed
Wikasa,closed
Kintana,closed
Tokalas,closed
Samanage,operating
ticketscript,operating
Vnomics,operating
StylePuzzle,operating
Snackr,closed
KAfe Group Limited,operating
QuitePeople,closed
Jolicloud,closed
Lighting by LED,closed
"AnVil Informatics, Inc",closed
SiTune,closed
"Gine, Inc.",closed
Inspire Energy,operating
Quality Solicitors,closed
Rail Yard,closed
Kuryente Enetrprises,operating
Prediki Prediction Services,closed
SmartFocus,closed
BlueShift Labs,operating
CyMedica Orthopedics,closed
GooodJob,operating
Revelation,operating
PataFoods,closed
Ra Pharmaceuticals,closed
CourseWeaver,closed
Zindigo,operating
Tenantry Network,operating
Time Warden,operating
Yelago,closed
Alekto,closed
Vice Media,operating
Mostro,operating
PillGuard,operating
Bioserie,closed
xoompark,closed
Wide Limited Release Film Distribution Fund,operating
ReviewTrackers,operating
Gamervision,closed
MeetMe,operating
meets,operating
Aurora Biofuels,operating
Convo,closed
Family Archival Solutions,operating
HTP,closed
BuzzTale,closed
Linux Voice,operating
Gencia,closed
Fellow Robots,operating
ActoGeniX,closed
Twinklr,operating
Cytovance Biologics,operating
BellyMoms Maternity Inc,operating
Huaneng Renewables,closed
YaoYao,closed
Outsmart,closed
Glooko,closed
Silico Corp,closed
Habet,operating
PresenceID,closed
VeXeRe.Com,operating
Powered Now,closed
"Ello, Inc.",closed
BLOCKpeek,closed
LendAmend,closed
ZRRO,closed
Quartz Solutions,closed
Setem Technologies,closed
Travelatus,closed
Endurance Wind Power,closed
PupPod Inc.,operating
"Outpost Games, Inc.",closed
Be.Here | The Global Advertising Company,closed
StemSave,operating
OpenTrust,operating
Patient-Centered Outcomes Research Institute,closed
Fi.tt,operating
ifussss,closed
Capstory,operating
"Construction Automation, Inc",operating
Shanghai SFS Digital Media,closed
GoodData,operating
RevUp Software,operating
Mama's Direct Inc.,operating
Bedbathmore.com,operating
Weatlas,operating
Vearch,closed
MiniBrew,operating
Signal Vine,operating
Karmarama,closed
Process,operating
Raiseworks,operating
Switchable Solutions,closed
Graviton,closed
American Halal Company,closed
Cephasonics,operating
Acquisition Glacier II,closed
Planex,closed
Favim,closed
TweetMySong.com,closed
Allylix,closed
Opendisc,operating
Flipter,closed
Verb,closed
TAKEASY CORPORATION,operating
"Fit Body Club, Co.",closed
Cytori Therapeutics,operating
iTechshark,closed
System Detection,operating
Sports Shop TV,closed
The Naked Song,operating
Transmit,operating
Lawdingo,closed
Ecube Labs,closed
Sxmobi Science and Technology,operating
TixAlert,closed
Online Warmongers,operating
Premier Hotels & Resorts,closed
Bespoke Weddings Ltd,closed
Broadchoice,operating
AlignRevenue,operating
hCentive,operating
ScaleBase,closed
Mobocars,operating
Seaborn Networks,operating
StageBloc,operating
IncreaseCard,operating
Phunware,operating
cloudplan GmbH,closed
Donate Your Desktop,closed
Bloson,closed
Healthy Labs,closed
EZTABLE,operating
afterBOT,operating
Intensity Therapeutics,closed
NextHop Technologies,closed
Burst.it,closed
Atesto Technologies,closed
Near Page,operating
Zoonova.com,closed
LiveMusicMachine.Com,operating
Kaminario,operating
Go!Foton,operating
Phoenix Health and Safety,operating
nCrypted Cloud,closed
Better Life Beverages,closed
Arjuna Solutions,operating
Oxford Nanopore Technologies,operating
Leyou,operating
Contract Live,operating
Avanoo,operating
Xcellerex,closed
SubC Control,closed
iGo,closed
AIMM Therapeutics,operating
Borderfree,closed
Velo Labs,closed
CitySpade,operating
EasyRun,closed
Capical,closed
FairShare,closed
QuantuMDx Group,closed
Oxyntix,operating
Butlr,closed
System Insights,closed
Geosign,operating
Click and Study,operating
Schoolfy,closed
Falk Realtime,operating
Planet Sushi,operating
Aminolabs,operating
Selventa,operating
Odyssey Mobile Interaction,operating
ET Water,operating
U4EA Wireless,operating
UE LifeSciences,operating
Funky Panda Games,operating
TheKarrier,operating
OrderAhead,closed
Shmoop,operating
Apperio,operating
Memento,operating
Watsi,operating
Moozey,operating
Bundle It,closed
SimulTrader,closed
F-Origin,operating
Repro,operating
Neodyne Biosciences,operating
Aortica Corporation,closed
Flyzik,closed
Liveset,operating
PunchTab,closed
Glass Robot Studios,operating
Shangby,operating
Conviva,operating
RichFX,operating
Studentbox,closed
Europart,closed
GoTunes,operating
MOBEXO,closed
Froont,closed
Covenant Kids Manor Inc.,operating
Edgewood Services,closed
GoChime,operating
Diligent Technologies,operating
Brazil Tower Company,closed
Trackin,closed
One97 Communications,closed
MyDentist,closed
NewPace Technology Development,closed
EMKinetics,operating
BigBear Network,operating
Beijing Sanji Wuxian Internet Technology,closed
HALO Medical Technologies,closed
SinCola,closed
Dolores Speech Products,operating
Khipu Systems,closed
"Workheroes.com, RITTER DIGITAL SOLUTIONS, INC.",operating
Dataium,operating
Mercury Continuity,closed
HCI,operating
Benson Hill Biosystems,operating
CrowdIt Ltd,operating
HighlightCam,operating
CompareMyFare,operating
Storehouse,operating
Lat49,closed
CEGA Innovations,operating
Nextt,operating
Minimally invasive devices,closed
Hemp 4 Haiti,operating
The Cask & Barrel,operating
Fave Media,operating
Erecruit,operating
SecuredTouch,closed
UReserv,operating
Pursuit Vascular,closed
CoSMo Company,closed
Munax,operating
Wing Ma'am,closed
York Telecom,operating
Ebaoyang,operating
KIT,operating
Buzztala,operating
Modern Movement,closed
Explain My Surgery,operating
Ignis Energy,closed
simpleFLOORS,operating
JUICIES,operating
Photo Rankr,closed
fanbook Inc.,closed
HALGI,operating
"SwervePay, LLC.",operating
Appconomy,closed
Techmanity,operating
Forkspot,closed
Velocomp,operating
JCR Pharmaceuticals,operating
SensiGen,closed
BVfon Telecommunication,closed
Soft Science,closed
FindYogi,closed
TapSurge,operating
Chronicity,operating
Fontacto,operating
Thermondo,operating
MoSync,closed
Supreme Pharmaceuticals,closed
The Campaign Solution,operating
G plus games,operating
Rustic Crust,closed
iXpert,operating
Millennium Pharmacy Systems,operating
Twilio,operating
AisleBuyer,operating
Stribe,operating
iCentera,operating
Massive Solutions,closed
KinTrans,operating
Inmobiliarie,operating
Yagantec,closed
Gold America,closed
GoInformatics,operating
Big Six,closed
Smart Eye,closed
Sponsoo,closed
Daylight Studios,closed
SS8 Networks,closed
BIND Biosciences,operating
Wonderswamp,closed
"Flatiron Apps, LLC.",operating
Xlumena,operating
Fanzo,operating
GCommerce,operating
FloraPulse,closed
Motivity Labs,closed
WeBe Works,operating
Tinyboy,closed
CRESCEL,operating
turntable.fm,operating
Eventerprise AG,operating
Headwater Partners,operating
Socure,operating
Cast Iron,operating
Switch,closed
LD Healthcare Systems Corp,closed
Sharebox,closed
MobileAds,closed
Intersection Medical Inc,operating
stickK,operating
Spotjournal,closed
Ulyngo,closed
Echelon Creative,operating
Intradigm Corporation,operating
Indelsul,closed
Students Refund,operating
White Rock Networks,operating
Tatil Sepeti,closed
Bluesmart,operating
ElephantDrive,closed
Venturocket,closed
Verication,closed
Sociolla,closed
Technical Machine,closed
coin4ce,closed
Cellca,closed
Njini,closed
APROOFED,operating
INFERNO FITNESS NASHVILLE,closed
LocalView,closed
BinaryVR,closed
Fairwaves,operating
MangoCoinz,operating
Parking Panda,closed
Ombitron,closed
The BabyPlus Company LLC,operating
MonoLibre,closed
TapClicks,closed
Cabeo,operating
Central Conveyor,closed
BuyHatke,operating
jobtitu.de,operating
Lamiecco,operating
Plainmark,operating
SecureKey Technologies,operating
Heyo,closed
4D Energetics,operating
Aircraft Logs,operating
EqualMetrics,operating
Orchid Software,operating
Health Warrior,operating
Analytically Driven,operating
MarketArt,operating
BioViva USA,operating
OnlineTyari,operating
Rock N Shop,operating
Jampp,closed
CogniCor Technologies,operating
Spinnakr,closed
Jumping Nuts,closed
Flyezee.com,closed
Voice Genesis,closed
GoCaddy International,closed
Pro-Tech Industries,operating
Partyphile,closed
Ampsy,closed
Multimedia Live,operating
KD Secure,closed
Merge Labs,closed
ehealthtracker,closed
WeedWall,closed
PixelPin,operating
Colyar Consulting Group,operating
PerTunes Oy,closed
Jarvam,closed
SEAK Energetics,operating
Ganeden Biotech,operating
Necova,closed
GetSocial,closed
Trellie,closed
RedT,operating
Muchasa,closed
TasteAway,closed
FreeMō,closed
Clear River Enviro,operating
VeriSilicon Holdings,operating
Crevo,closed
PerkStreet Financial CLOSED,closed
Event Farm,operating
Visho,closed
Aricent,closed
Shubham Housing Development Finance Company,operating
PhyFlex Networks,closed
Gencore,operating
The Solution Group,operating
Nasty Gal,closed
Denison Entertainment,operating
StoreFront.net,closed
Yindou,closed
Zappos,closed
"Cenify, LLC",closed
Bao Pinche,operating
Silith.IO,operating
XTENT,closed
HolyTransaction,operating
LPATH,operating
EazyCoach,closed
Gainsight,closed
edelight,closed
Vigil Technologies,operating
BlitzLocal,operating
Ruby Groupe,operating
SuperGen,closed
Cruiseo,closed
Atavist,operating
xLander.ru,closed
Kitman Labs,closed
CrowdZone,operating
Eko India Financial Services,operating
VionX Energy,operating
ImmunotEGG,operating
Fast FiBR,operating
ethority,operating
Go-Green Auto Centers,operating
SamyRoad,closed
HipLogic,closed
Yimup,closed
ChangeCorp,closed
gripNote,operating
C3 Online Marketing,operating
VISR,closed
BrickVest,operating
Socrates Health Solutions,operating
CardinalCommerce,operating
Plurality,closed
Cellabus,closed
DriveK Italia,closed
Integrated Medical Management,operating
Blue Photo Stories,closed
Exercise.com,closed
Jukely,operating
iBuildApp,operating
ChinaNet Online Holdings,operating
Buggl,closed
Annovation BioPharma,operating
Passlogix,closed
OUTSIDE THE BOX MARKETING,operating
Advice Company,closed
Pisces,operating
RideScout,closed
iZumi Bio,operating
Scrapblog,operating
Myriant Technologies,closed
Abacuz Limited,operating
Clusterk,operating
Pixer Technology,closed
Life Detection Systems,operating
PanOptica,closed
VillageDefense,closed
BroadLogic Network Technologies,operating
Mitochon Systems,closed
SelectX Pharmaceuticals Inc.,closed
Network Optix,closed
ZENT,operating
TopPatch,operating
Reviews42,operating
Synlogic,closed
CrowdScannerr,closed
Econotherm,operating
TargetVision,closed
Numerify,operating
BOLDMIND,closed
TAKO,operating
Jazz Semiconductor,operating
Mentor Me,closed
Joslin Diabetes Center,closed
Tastebud,closed
ITG S.A.,closed
Trooval,closed
BeRanked,operating
SUNDAYTOZ,closed
IntegriChain,operating
RealDirect,closed
Brandwood Global,closed
Triples Media,operating
nekst,operating
Orlumet,operating
Cancer Genetics,operating
Vision-Box,operating
Book&Table,operating
mywinesdirect,operating
J2D BioMedical,operating
Symonics,operating
Flattr,closed
NellOne Therapeutics,closed
CCP Games,closed
SpotterRF,operating
ideacts innovations,operating
Moovo,operating
MDC Media,operating
Xenon Technologies,closed
Cynergen,operating
MetaTV,closed
Radio Runt Inc.,closed
The Wet Seal,operating
Cicero Networks,closed
Minibar Delivery,operating
Evirx,operating
HealthLok,operating
Cell Mining,closed
mGinger.com,operating
Heroic.ly,closed
CodeSealer,operating
Velocity,operating
MyTinks,operating
LaTherm,operating
Vehcon,closed
Aquarius Biotechnologies,operating
Planday,closed
Genius.com,operating
GiggedIn,operating
InsideMaps,closed
Activ,closed
Celeris Corporation,closed
YCLIENTS COMPANY,closed
AdHack,closed
OneSpace,closed
Dynamic Signal,operating
Ubiquity Corporation,operating
Qloo,closed
Athena Feminine Technologies,closed
SHIMAUMA Print System,closed
Makers Alley,operating
App Quality,operating
DoubleUp,operating
Meru Cabs,operating
Optherion,operating
iZ3D,operating
Travel Notes,closed
Ioptima,closed
LifeVantage,closed
Frontera Films,operating
Educreations,operating
Tsunami Research,closed
DigiSat Technology,closed
Lumec Control Products,closed
Mirage Networks,closed
Localvore Today,closed
AgileMesh,operating
MyDatingTree,closed
Meritage Pharma,closed
SiriusXM Canada,operating
Episona,operating
Allied Plastics Holdings,operating
Tabl Media,operating
Recruiter.com,operating
LocaMap,operating
Summit Materials,closed
Oddsfutures.com,closed
Privepass,closed
Shoette,closed
Landing Jobs,closed
Behind the Burner,operating
Graceway Pharma,closed
IndustryTrader.com,operating
Vertical Performance Partners,operating
AppExtras,operating
CineMallTec LLC,operating
Neventum,closed
Ally Commerce,operating
CitizenShipper,operating
Targeted Instant Communications,operating
Tacterion,closed
Glass,closed
Inuk Networks,closed
Physion,operating
iWelcome,operating
BLADES.COM (BLADES),operating
XYverify,operating
Lynk,operating
Covia Labs,operating
Aurora Pharmaceutical,operating
Stranzz beauty supply,operating
Clarisay,closed
Lipocalyx,operating
Cohortable,operating
IDEA SPHERE,operating
Optillion,closed
Audiodraft,operating
Unafinance,closed
River Ranch Fresh Foods,closed
Rival IQ,operating
Tryad Games,operating
Journey,closed
"FeedbacK Enterprise, LLC",operating
The Alaska Club,operating
DiaCarta,operating
Atosho,operating
Teevox,operating
Straatum Processware,operating
2theloo,closed
1-Page,operating
Quantum4D,closed
NorthStar Systems International,closed
"Guest Innovations, Inc",closed
Evera Medical,operating
Semmle Capital Partners,closed
American Well,operating
Syntropharma,closed
Modevity,operating
The Health Wagon,closed
FreshToWeb,closed
theRightAPI,closed
Pump Engineering,closed
Comply365,closed
Gungroo,closed
Planwise,operating
Diplomiya,closed
Anew Oncology,operating
Internet Pawn,operating
WAY Systems,operating
Saehwa International Machinery,operating
Maverick Network Solutions,operating
Joy Media Group,closed
CampusBolt,operating
Shanghai Yinzuo Haiya Automotive Electronics,closed
Wepa,closed
ArthaYantra,operating
Coinarch,closed
Chalkboard,operating
Dodreams,operating
Needly,closed
Spontacts,closed
Shanghai Moteng Website,closed
Evolven Software,closed
E-scape Bio,closed
pMediaNetwork,operating
Hometapper,operating
3D Industri.es,closed
Evcarco,closed
Signdat,closed
ReactX,operating
1-4 All,operating
VoiceBox Technologies,operating
Mondo Novo Electronics Ltd.,operating
Macrovue,operating
Print.io,operating
CueLearn,operating
CompareKing.no,operating
Bica Studios,closed
Atari,closed
Contraqer,operating
Muufri,operating
IPP of America,closed
